Id,Title,Year,Duration,Rated,IMDb_Rating,Votes,Director,Stars,Genre,Description
16,Bull Durham,1988,1h 48m,18,7.0, (63K),Ron Shelton,"Kevin Costner, Susan Sarandon, Tim Robbins",Sport,A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.
17,Dogtown and Z-Boys,2001,1h 31m,PG-13,7.6, (14K),Stacy Peralta,"Sean Penn, Jay Adams, Tony Alva",Sport,Documentary about the pioneering 1970s Zephyr skating team.
18,Major League,1989,1h 47m,12,7.2, (81K),David S. Ward,"Tom Berenger, Charlie Sheen, Corbin Bernsen",Sport,"The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her."
19,When We Were Kings,1996,1h 28m,PG,7.9, (20K),Leon Gast,"Muhammad Ali, George Foreman, Don King",Sport,"Boxing documentary on the 1974 world heavyweight championship bout between defending champion, George Foreman, and the underdog challenger, Muhammad Ali."
20,Breaking Away,1979,1h 41m,PG,7.7, (27K),Peter Yates,"Dennis Christopher, Dennis Quaid, Daniel Stern",Sport,A working-class Indiana teen obsessed with the Italian cycling team vies for the affections of a college girl while searching for life goals with his friends.
21,The Fighter,2010,1h 56m,15,7.8, (403K),David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams",Sport,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness."
22,위대한 레보스키,1998,1h 57m,18,8.1, (903K),Joel Coen,"Ethan Coen, Jeff Bridges, John Goodman, Julianne Moore",Sport,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
23,Jerry Maguire,1996,2h 19m,15,7.3, (304K),Cameron Crowe,"Tom Cruise, Cuba Gooding Jr., Renée Zellweger",Sport,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent agent with the only athlete who stays with him and his former colleague."
24,30 for 30,2009–,1h 44m,TV-G,8.4, (3.5K),Jeff Zimbalist,"Michael Zimbalist, María Ester Escobar, Francisco Maturana, Alexis García V.",Sport,"The rise of Colombian soccer is attributed to the influx of drug money into the sport by Pablo Escobar and the other drug cartels. However, the team's swift decline after Escobar's death results in the murder of star player Andres Escobar."
25,머니볼,2011,2h 13m,12,7.6, (497K),Bennett Miller,"Brad Pitt, Jonah Hill, Philip Seymour Hoffman",Sport,Oakland A's general manager Billy Beane's successful attempt to assemble a baseball team on a lean budget by employing computer-generated analysis to acquire new players.
26,North Dallas Forty,1979,1h 59m,R,6.9, (6.4K),Ted Kotcheff,"Nick Nolte, Mac Davis, Charles Durning",Sport,A satire of American professional football in which a veteran pass-catcher's individuality and refusal to become part of the team family are bitterly resented by his disciplinarian coaches.
27,Seabiscuit,2003,2h 20m,12,7.3, (79K),Gary Ross,"David McCullough, Jeff Bridges, Paul Vincent O'Connor",Sport,True story of the undersized Depression-era racehorse whose victories lifted not only the spirits of the team behind it but also those of their nation.
28,Baseball,1994–2010,11 eps,TV-PG,9.2, (5.1K),Daniel Okrent,"George F. Will, John Chancellor",Sport,"A documentary on the history of the sport with major topics including Afro-American players, player/team owner relations and the resilience of the game."
29,Brian's Song,1971,1h 13m,G,7.5, (9.4K),Buzz Kulik,"James Caan, Billy Dee Williams, Jack Warden",Sport,Buzz Kulik's beloved tearjerker is based on the real-life friendship between Chicago Bears teammates Brian Piccolo and Gale Sayers and the bond that was strengthened when Piccolo discovers that he has a fatal disease.
30,크리드,2015,2h 13m,12,7.6, (328K),Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson",Sport,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
31,The Blind Side,2009,2h 9m,12,7.6, (380K),John Lee Hancock,"Quinton Aaron, Sandra Bullock, Tim McGraw",Sport,"The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family."
32,He Got Game,1998,2h 16m,18,6.9, (54K),Spike Lee,"Denzel Washington, Ray Allen, Milla Jovovich",Sport,A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.
33,Remember the Titans,2000,1h 53m,12,7.8, (245K),Boaz Yakin,"Denzel Washington, Will Patton, Wood Harris",Sport,"In 1971, Virginia high-school football was everything to the people of Alexandria, but when the school board was forced to integrate an all-Black school with an all-white one, the foundation of football's tradition was put to the test."
34,Horse Feathers,1932,1h 8m,All,7.5, (14K),Norman Z. McLeod,"The Marx Brothers, Groucho Marx, Harpo Marx",Sport,"Quincy Adams Wagstaff, Huxley University's new president, accidentally hires bumblers Baravelli and Pinky to help his school win the big football game against their rival, Darwin University."
35,Miracle,2004,2h 15m,All,7.5, (62K),Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich",Sport,"The true story of Herb Brooks, the player-turned-coach who led the 1980 U.S. Olympic hockey team to victory over the seemingly invincible Soviet squad."
36,A League of Their Own,1992,2h 8m,15,7.4, (128K),Penny Marshall,"Tom Hanks, Geena Davis, Lori Petty",Sport,"During World War II, sisters Dottie and Kit join the first female professional baseball league and struggle to help it succeed amid their own growing rivalry."
37,The Damned United,2009,1h 38m,15,7.5, (48K),Tom Hooper,"Colm Meaney, Henry Goodman, David Roper",Sport,The story of the controversial Brian Clough's 44-day reign as the coach of the English football club Leeds United.
38,야구왕 루 게릭,1942,2h 8m,Approved,7.6, (13K),Sam Wood,"Gary Cooper, Teresa Wright, Babe Ruth",Sport,The story of the life and career of famed baseball player Lou Gehrig.
39,Body and Soul,1947,1h 44m,Approved,7.6, (5.7K),Robert Rossen,"John Garfield, Lilli Palmer, Hazel Brooks",Sport,A talented boxer's young career hits difficult terrain when an unethical promoter takes interest in him.
40,Blue Chips,1994,1h 48m,12,6.3, (16K),William Friedkin,"Nick Nolte, Mary McDonnell, J.T. Walsh",Sport,A college basketball coach is forced to break the rules in order to get the players he needs to stay competitive.
41,Heaven Can Wait,1978,1h 41m,15,6.9, (25K),Warren Beatty,"Buck Henry, Warren Beatty, Julie Christie, James Mason",Sport,"A Los Angeles Rams quarterback, accidentally taken away from his body by an overanxious angel before he was meant to die, returns to life in the body of a recently murdered millionaire."
42,The Hurricane,1999,2h 26m,12,7.6, (106K),Norman Jewison,"Denzel Washington, Vicellous Shannon, Deborah Kara Unger",Sport,"The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence."
43,Requiem for a Heavyweight,1962,1h 35m,Approved,7.8, (5.2K),Ralph Nelson,"Anthony Quinn, Jackie Gleason, Mickey Rooney",Sport,"After suffering a brutal defeat and being told he can no longer fight, 37-year-old, scar-ridden prizefighter Louis 'Mountain' Rivera struggles to find a new direction in life."
44,Bend It Like Beckham,2002,1h 52m,12,6.7, (121K),Gurinder Chadha,"Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers",Sport,"Jess Bhamra dreams of playing professional football, but her Sikh parents have plans for her: a law degree and a marriage. Jules, a white female striker, spots Jess playing football and invites her to join the local women's team."
45,The Set-Up,1949,1h 13m,Approved,7.8, (11K),Robert Wise,"Robert Ryan, Audrey Totter, George Tobias",Sport,"Expecting the usual loss, a boxing manager takes bribes from a betting gangster without telling his fighter."
46,The Naked Gun: From the Files of Police Squad!,1988,1h 25m,18,7.6, (215K),David Zucker,"Leslie Nielsen, Priscilla Presley, Ricardo Montalban",Sport,Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.
47,Coach Carter,2005,2h 16m,15,7.3, (186K),Thomas Carter,"Samuel L. Jackson, Rob Brown, Robert Ri'chard",Sport,Controversy surrounds high school basketball coach Ken Carter after he benches his entire team for breaking their academic contract with him.
48,Rush,2013,2h 3m,18,8.1, (547K),Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde",Sport,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits."
49,The Sandlot,1993,1h 41m,7,7.8, (112K),David Mickey Evans,"Art LaFleur, Tom Guiry, Mike Vitar",Sport,"In the summer of 1962, a new kid in town is taken under the wing of a young baseball prodigy and his rowdy team, resulting in many adventures."
50,A Day at the Races,1937,1h 51m,Approved,7.5, (15K),Sam Wood,"The Marx Brothers, Groucho Marx, Chico Marx",Sport,A veterinarian posing as a doctor teams with a singer and his friends as they struggle to save an upstate New York sanitarium with the help of a misfit racehorse.
51,파이트 클럽,1999,2h 19m,18,8.8, (2.5M),David Fincher,"Edward Norton, Brad Pitt, Meat Loaf",Sport,An insomniac office worker and a devil-may-care soap maker form an underground fight club that evolves into much more.
52,Enter the Dragon,1973,1h 42m,18,7.6, (118K),Robert Clouse,"Bruce Lee, John Saxon, Jim Kelly",Sport,A Shaolin martial artist travels to an island fortress to spy on an opium lord - who is also a former monk from his temple - under the guise of attending a fighting tournament.
53,The Moment of Truth,1984,2h 6m,12,7.3, (266K),John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue",Sport,"Recently relocated from NJ to LA, Daniel becomes the target of a gang of Cobra Kai dojo students. When Mr. Miyagi saves him with expert Karate skills, Daniel convinces him to teach him to defend himself, and put his bullies in their place."
54,61*,2001,2h 9m,15,7.7, (18K),Billy Crystal,"Barry Pepper, Thomas Jane, Anthony Michael Hall",Sport,Roger Maris and Mickey Mantle race to break Babe Ruth's single-season home run record.
55,White Men Can't Jump,1992,1h 55m,15,6.8, (103K),Ron Shelton,"Wesley Snipes, Woody Harrelson, Rosie Perez",Sport,"Two basketball hustlers, black Sidney Deane and white Billy Hoyle, join forces to double their chances of winning money on the street courts as well as in a tournament."
56,The Basketball Diaries,1995,1h 42m,(Banned),7.3, (129K),Scott Kalvert,"Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol",Sport,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.
57,The Program,1993,1h 52m,15,6.5, (12K),David S. Ward,"James Caan, Halle Berry, Omar Epps",Sport,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying."
58,Jim Thorpe -- All-American,1951,1h 47m,Approved,6.9, (2.5K),Michael Curtiz,"Burt Lancaster, Charles Bickford, Steve Cochran",Sport,"The triumph and tragedy of Native American Jim Thorpe, who, after winning both the pentathlon and decathlon in the same Olympics, is stripped of his medals on a technicality."
59,Talladega Nights: The Ballad of Ricky Bobby,2006,1h 48m,15,6.6, (210K),Adam McKay,"Will Ferrell, John C. Reilly, Sacha Baron Cohen",Sport,"Number one NASCAR driver Ricky Bobby stays atop the heap thanks to a pact with his best friend and teammate, Cal Naughton, Jr. But when a French Formula One driver, makes his way up the ladder, Ricky Bobby's talent and devotion are put to the test."
60,Glory Road,2006,1h 58m,All,7.2, (51K),James Gartner,"Josh Lucas, Derek Luke, Austin Nichols",Sport,Texas Western Coach Don Haskins leads the first all-Black basketball team to NCAA victory during the 1966 season.
61,Rudy,1993,1h 54m,All,7.5, (73K),David Anspaugh,"Sean Astin, Jon Favreau, Ned Beatty",Sport,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.
62,Varsity Blues,1999,1h 46m,18,6.5, (52K),Brian Robbins,"James Van Der Beek, Jon Voight, Paul Walker",Sport,A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.
63,Any Given Sunday,1999,2h 42m,18,6.9, (130K),Oliver Stone,"Al Pacino, Cameron Diaz, Dennis Quaid",Sport,A behind-the-scenes look at the life-and-death struggles of modern-day gladiators and those who lead them.
64,Murderball,2005,1h 28m,R,7.7, (11K),Henry Alex Rubin,"Dana Adam Shapiro, Joe Soares, Keith Cavill, Mark Zupan",Sport,"Quadriplegics, who play full-contact rugby in wheelchairs, overcome unimaginable obstacles to compete in the Paralympic Games in Athens, Greece."
65,Senna,2010,1h 46m,All,8.5, (83K),Asif Kapadia,"Ayrton Senna, Reginaldo Leme, John Bisignano",Sport,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34."
66,Lucas,1986,1h 40m,15,6.9, (19K),David Seltzer,"Corey Haim, Kerri Green, Charlie Sheen",Sport,"A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other."
67,Eight Men Out,1988,1h 59m,PG,7.2, (24K),John Sayles,"Jace Alexander, John Cusack, Gordon Clapp",Sport,A dramatization of the Black Sox scandal when the underpaid Chicago White Sox accepted bribes to deliberately lose the 1919 World Series.
68,The Hustler,1961,2h 14m,15,7.9, (90K),Robert Rossen,"Paul Newman, Jackie Gleason, Piper Laurie",Sport,An up-and-coming pool player plays a long-time champion in a single high-stakes match.
69,42,2013,2h 8m,12,7.5, (107K),Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie",Sport,"In 1947, Jackie Robinson becomes the first African-American to play in Major League Baseball in the modern era when he was signed by the Brooklyn Dodgers and faces considerable racism in the process."
70,The Boxer,1997,1h 53m,12,7.0, (23K),Jim Sheridan,"Daniel Day-Lewis, Daragh Donnelly, Frank Coughlan",Sport,"Young Danny Flynn is released from prison 14 years after ""taking the rap"" for the IRA and tries to rebuild his life in his old Belfast neighborhood."
71,30 for 30,2009–,1h 19m,TV-G,7.6, (1.2K),Ken Rodgers,"Tom Selleck, Ernie Accorsi, Bruce Allen",Sport,"In the spring of 1983, a new generation of superstars was poised to enter the NFL. Six quarterbacks were selected in the first round of that draft - still the most ever. Elway to Marino explores this landmark draft."
72,내 생애 최고의 경기,2005,2h,All,7.4, (35K),Bill Paxton,"James Paxton, Tom Rack, Armand Laroche",Sport,"In the 1913 U.S. Open, twenty-year-old Francis Ouimet played golf against his idol, 1900 U.S. Open champion, Englishman Harry Vardon."
73,폭풍 속으로,1991,2h 2m,15,7.3, (219K),Kathryn Bigelow,"Patrick Swayze, Keanu Reeves, Gary Busey",Sport,An F.B.I. Agent goes undercover to catch a gang of surfers who may be bank robbers.
74,Tyson,2008,1h 30m,R,7.4, (13K),James Toback,"Mike Tyson, Mills Lane, Trevor Berbick",Sport,"A mixture of original interviews, archival footage, and photographs sheds light on the life experiences of Mike Tyson."
75,Rebound: The Legend of Earl 'The Goat' Manigault,1996,2h,R,7.6, (3.3K),Eriq La Salle,"Don Cheadle, James Earl Jones, Michael Beach",Sport,"A dramatization of the life of Earl 'The Goat' Manigault (Don Cheadle), with a lot of factual based occurrences. A reformed junkie returns from prison to clean up his act and devote the rest of his life to the young kids of Harlem. 1996 was the 25th anniversary of the first tournament named after him."
76,Warrior,2011,2h 20m,15,8.1, (521K),Gavin O'Connor,"Joel Edgerton, Tom Hardy, Nick Nolte",Sport,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother."
77,Hallem deongkeu,1994,1h 36m,R,6.6, (18K),Jeff Pollack,"Duane Martin, Leon, Tupac Shakur",Sport,"Story of a promising high school basketball star and his relationships with two brothers, one a drug dealer and the other a former basketball star fallen on hard times and now employed as a security guard."
78,Big Fan,2009,1h 28m,R,6.6, (10K),Robert Siegel,"Patton Oswalt, Kevin Corrigan, Michael Rapaport",Sport,A hard-core New York Giants fan struggles to deal with the consequences when he is beaten up by his favorite player.
79,Huo Yuan Jia,2006,1h 44m,12,7.6, (81K),Ronny Yu,"Jet Li, Li Sun, Yong Dong",Sport,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation."
80,Rocky II,1979,1h 59m,12,7.3, (245K),Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",Sport,"Rocky struggles in family life after his bout with Apollo Creed, while the embarrassed champ insistently goads him to accept a challenge for a rematch."
81,Bang the Drum Slowly,1973,1h 36m,PG,6.7, (6.7K),John D. Hancock,"Michael Moriarty, Robert De Niro, Vincent Gardenia",Sport,"The story of the friendship between the New York Mammoths major-league baseball team's worldly-wise pitcher Henry ""Author"" Wiggen and half-wit catcher Bruce Pearson as they cope with Bruce's terminal illness during a baseball season."
82,Goon,2011,1h 32m,18,6.8, (93K),Michael Dowse,"Seann William Scott, Jay Baruchel, Alison Pill",Sport,"Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way."
83,Happy Gilmore,1996,1h 32m,12,7.0, (297K),Dennis Dugan,"Adam Sandler, Christopher McDonald, Julie Bowen",Sport,"After his grandmother's house is repossessed by the IRS, a bad tempered hockey player takes his talents to golf to earn the big bucks and get his grandmothers house back."
84,All the Right Moves,1983,1h 31m,18,6.0, (22K),Michael Chapman,"Tom Cruise, Craig T. Nelson, Lea Thompson",Sport,An ambitious young football star is trapped in a dying mill town--unless his gridiron skills can win him a way out.
85,Knute Rockne All American,1940,1h 38m,Approved,6.7, (2.3K),Lloyd Bacon,"William K. Howard, Pat O'Brien, Gale Page, Ronald Reagan",Sport,The story of legendary Notre Dame football player and coach Knute Rockne.
86,Invictus,2009,2h 14m,All,7.3, (173K),Clint Eastwood,"Morgan Freeman, Matt Damon, Tony Kgoroge",Sport,"Nelson Mandela, in his first term as President of South Africa, initiates a unique venture to unite the Apartheid-torn land: enlist the national rugby team on a mission to win the 1995 Rugby World Cup."
87,Rocky Balboa,2006,1h 42m,12,7.1, (240K),Sylvester Stallone,"Sylvester Stallone, Burt Young, Antonio Tarver",Sport,"Thirty years after the ring of the first bell, Rocky Balboa comes out of retirement and dons his gloves for his final fight against the reigning heavyweight champ Mason 'The Line' Dixon."
88,The Last Boy Scout,1991,1h 45m,R,7.0, (118K),Tony Scott,"Bruce Willis, Damon Wayans, Chelsea Field",Sport,"A private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner."
89,Hard Times,1975,1h 33m,PG,7.2, (13K),Walter Hill,"Charles Bronson, James Coburn, Jill Ireland",Sport,The saga of a drifter who turns to illicit bare-knuckle boxing in Depression-era New Orleans.
90,Invincible,2006,1h 45m,All,7.0, (78K),Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks",Sport,"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976."
91,School Ties,1992,1h 46m,15,6.9, (29K),Robert Mandel,"Brendan Fraser, Matt Damon, Chris O'Donnell",Sport,"In 1955, a star quarterback from a working-class family is given an opportunity to attend an elite New England preparatory school, but he is conflicted about whether or not to tell his Protestant classmates that he is Jewish."
92,The Express,2008,2h 10m,PG,7.2, (23K),Gary Fleder,"Rob Brown, Dennis Quaid, Darrin Dewitt Henson",Sport,"A drama based on the life of college football hero Ernie Davis, the first African-American to win the Heisman Trophy."
93,Finding Forrester,2000,2h 16m,12,7.3, (92K),Gus Van Sant,"Sean Connery, Rob Brown, F. Murray Abraham",Sport,"Forrester, the author of a famous book, decides to help Jamal, a 16-year-old student, discover his writing prowess by mentoring him and enrolling him into a prestigious private school."
94,Tin Cup,1996,2h 15m,12,6.4, (55K),Ron Shelton,"Kevin Costner, Rene Russo, Don Johnson",Sport,A washed-up golf pro working at a driving range tries to qualify for the U.S. Open in order to win the heart of his successful rival's girlfriend.
95,Pumping Iron,1977,1h 26m,12,7.3, (26K),George Butler,"Robert Fiore, Arnold Schwarzenegger, Lou Ferrigno, Matty Ferrigno",Sport,Arnold Schwarzenegger and Lou Ferrigno face off in a no-holds-barred competition for the title of Mr. Olympia in this critically-acclaimed film that made Schwarzenegger a household name.
96,We Are Marshall,2006,2h 11m,All,7.1, (67K),McG,"Matthew McConaughey, Matthew Fox, Anthony Mackie",Sport,"When a plane crash claims the lives of members of the Marshall University football team and some of its fans, the team's new coach and his surviving players try to keep the football program alive."
97,Maurice Richard,2005,2h 4m,PG,7.6, (5.6K),Charles Binamé,"Roy Dupuis, Stephen McHattie, Julie Le Breton",Sport,"A story about Quebec's most famous hockey player, Maurice ""The Rocket"" Richard, focusing on the struggles of a French Canadian in the National Hockey League dominated by Anglophones."
98,Million Dollar Arm,2014,2h 4m,12,7.0, (49K),Craig Gillespie,"Jon Hamm, Pitobash, Suraj Sharma",Sport,A sports agent stages an unconventional recruitment strategy to get talented Indian cricket players to play Major League Baseball.
99,Blades of Glory,2007,1h 33m,15,6.3, (184K),Josh Gordon,"Will Speck, Will Ferrell, Jon Heder, Will Arnett",Sport,"Two rival Olympic ice skaters, who have been permanently banned from the men's singles competition due to a feud, exploit a loophole that will allow them to qualify as a pairs team."
100,Undefeated,2011,1h 53m,PG-13,7.7, (7.5K),Daniel Lindsay,"T.J. Martin, Bill Courtney, O.C. Brown, Montrail 'Money' Brown",Sport,Chronicles three underprivileged students from inner-city Memphis and their volunteer coach who tries to help them beat the odds on and off the field.
101,The Rookie,2002,2h 7m,All,6.9, (39K),John Lee Hancock,"Dennis Quaid, Rachel Griffiths, Jay Hernandez",Sport,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.
102,Draft Day,2014,1h 50m,12,6.8, (72K),Ivan Reitman,"Chris Berman, Dave Donaldson, Patrick St. Esprit",Sport,"At the NFL Draft, General Manager Sonny Weaver has the opportunity to rebuild his team when he trades for the number one pick. He must decide what he's willing to sacrifice on a life-changing day for a few hundred young men with NFL dreams."
103,The Quiet Man,1952,2h 9m,All,7.7, (45K),John Ford,"John Wayne, Maureen O'Hara, Barry Fitzgerald",Sport,"A retired American boxer returns to the village of his birth in 1920s Ireland, where he falls for a spirited redhead whose brother is contemptuous of their union."
104,Match Point,2005,2h 4m,18,7.6, (236K),Woody Allen,"Jonathan Rhys Meyers, Alexander Armstrong, Paul Kaye",Sport,"At a turning point in his life, a former tennis pro falls for an actress who happens to be dating his friend and soon-to-be brother-in-law."
105,Higher Learning,1995,2h 8m,18,6.5, (23K),John Singleton,"Omar Epps, Kristy Swanson, Michael Rapaport",Sport,"People from all different walks of life, encounter racial tension, rape, responsibility, and the meaning of an education on a university campus."
106,The Cincinnati Kid,1965,1h 42m,15,7.2, (19K),Norman Jewison,"Sam Peckinpah, Steve McQueen, Ann-Margret, Edward G. Robinson",Sport,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.
107,Only the Strong,1993,1h 39m,15,6.5, (7.4K),Sheldon Lettich,"Mark Dacascos, Stacey Travis, Geoffrey Lewis",Sport,Former Special Forces soldier Louis Stevens returns to Miami to find his old high school invaded by drugs and violence.
108,Piguwi jewang,2004,1h 32m,12,6.7, (280K),Rawson Marshall Thurber,"Vince Vaughn, Christine Taylor, Ben Stiller",Sport,A group of misfits enter a Las Vegas dodgeball tournament in order to save their cherished local gym from the onslaught of a corporate health fitness chain.
109,ESPN Films,2011–2021,1h 35m,,8.0, (1.3K),Jason Hehir,"John Bacon, Dave Brandon, Bryan Burwell",Sport,"The 1991 University of Michigan men's basketball recruiting class in which five freshman known as The Fab Five revolutionized college basketball. This film covers the success, cultural changes, scandal, and of course The Timeout."
110,The Black Stallion,1979,1h 58m,G,7.4, (15K),Carroll Ballard,"Kelly Reno, Mickey Rooney, Teri Garr",Sport,"After being shipwrecked with a magnificent horse off the coast of Africa in the 1940s, a boy bonds with the stallion, and trains him to race after their rescue."
111,The Bingo Long Traveling All-Stars & Motor Kings,1976,1h 50m,PG,6.8, (2.5K),John Badham,"Billy Dee Williams, James Earl Jones, Richard Pryor",Sport,"In the late 1930s during racial segregation, a star of the Negro League Baseball, Bingo Long, leaves his team and convinces other stars of the league to join him as free agent players touring the towns of the Midwest."
112,Ali,2001,2h 37m,15,6.7, (109K),Michael Mann,"Will Smith, Jamie Foxx, Jon Voight",Sport,"A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974."
113,The Freshman,1925,1h 17m,Not Rated,7.5, (6.5K),Fred C. Newmeyer,"Sam Taylor, Harold Lloyd, Jobyna Ralston, Brooks Benedict",Sport,A nerdy college student will do anything to become popular on campus.
